item	roi	word	surprisal	retrieval
2097	1	ढीठ	0.65209	101.0
2097	2	टाइप	0.39381	123.30855296529043
2097	3	है	0.24419	123.30855296529043
2097	4	क्या	0.83946	263.29007342499136
2097	5	वो	0.68911	228.21006664275706
2097	6	[laughter]	0.55048	241.48938494792537
2097	7	।	0.00307	253.68810202687996
2105	1	[laughter]	0.86480	101.0
2105	2	भई	0.44497	123.30855296529043
2105	3	ये	0.42419	101.00000000000003
2105	4	सब	0.61800	286.6769064203154
2105	5	तुम्हारे	0.92058	101.0
2105	6	एडजेक्टिव	1.86235	311.90344810781914
2105	7	हमें	1.25490	101.0
2105	8	समझ	0.87378	51.0
2105	9	में	0.02367	123.30855296529035
2105	10	नहीं	0.44140	101.0
2105	11	आते	0.16587	1021.0976277300529
2105	12	हैं	0.01089	123.30855296529035
2105	13	।	0.02898	360.1495812242392
2113	1	[laughter]	0.86480	101.0
2113	2	ढीठ	0.59326	51.0
2113	3	का	0.02596	123.30855296529046
2113	4	मतलब	0.66236	101.0
2113	5	पता	0.34224	51.0
2113	6	नहीं	0.44360	51.0
2113	7	है	1.54525	271.1980044095982
2113	8	।	0.43415	215.2625742078709
2121	1	मालूम	0.67678	101.0
2121	2	है	0.00345	123.30855296529043
2121	3	बट_आइ_डोंट_आइ_नेवर_हैव_हर्ड_इट_यूज़्ड_इन_अमेरिका	0.33672	197.78527964379387
2121	4	।	0.00269	215.17868526501138
2129	1	[laughter]	0.86480	101.0
2129	2	इंडियन	0.84664	51.0
2129	3	नेम	1.29435	271.1980044095982
2129	4	है	0.61836	123.30855296529046
2129	5	ढीठ	0.99280	353.5892433923825
2129	6	।	0.01065	244.71965487241073
2137	1	अम	0.13808	51.0
2137	2	[incomprehensible]	1.11174	174.30855296529043
2137	3	।	1.06896	224.30855296529043
2145	1	अम	0.54863	51.0
2145	2	मस्त	0.93227	246.6171059305808
2145	3	है	0.00376	123.30855296529046
2145	4	और	0.82666	197.78527964379384
2145	5	क्या	0.28581	215.17868526501138
2145	6	।	0.01571	229.8585718968219
2153	1	आइ_मीन_शीस_अम_देर्स_अ_बिग_एज_गैप_दो	0.64106	51.0
2153	2	।	0.90013	224.30855296529046
2161	1	[laughter]	0.86480	101.0
2161	2	।	0.00914	123.30855296529043
2169	1	ओह	0.28400	101.0
2169	2	।	0.00419	123.30855296529043
2177	1	वो	0.25433	51.0
2177	2	शायद	0.14624	51.0
2177	3	24	0.29433	51.0
2177	4	25	1.01975	174.30855296529046
2177	5	साल	0.89326	174.30855296529046
2177	6	की	0.02598	123.30855296529046
2177	7	होगी	0.22396	686.8647698626922
2177	8	।	0.00392	123.30855296529035
2185	1	और	0.07862	51.0
2185	2	ये	0.26097	51.0
2185	3	कितना	0.30267	51.0
2185	4	है	0.61134	123.30855296529046
2185	5	।	0.49732	197.78527964379384
2193	1	ये	0.26593	51.0
2193	2	तो	0.10399	123.30855296529043
2193	3	बुड्ढ़ा	0.43400	101.00000000000003
2193	4	हो	0.14552	387.6769064203154
2193	5	गया	0.00430	123.30855296529046
2193	6	होगा	0.00555	244.57055928758768
2193	7	अब	0.54911	286.28409836972696
2193	8	तो	0.12074	145.61710593058092
2193	9	यार	1.08296	297.32220235292766
2193	10	।	0.03481	259.1267883367291
2201	1	33	0.28862	51.0
2201	2	34	1.24435	174.30855296529043
2201	3	साल	0.98324	174.30855296529043
2201	4	का	0.02147	123.3085529652904
2201	5	तो	0.13027	197.78527964379384
2201	6	होगा	0.15020	316.17868526501127
2201	7	ही	0.00396	145.61710593058092
2201	8	।	0.00325	200.05665267703785
2209	1	वाउ	0.21271	101.0
2209	2	।	0.00414	123.30855296529043
2217	1	उतना	0.68560	51.0
2217	2	है	0.70253	123.30855296529043
2217	3	।	0.64851	197.78527964379387
2225	1	तेत	0.14952	51.0
2225	2	कम	1.44523	174.30855296529043
2225	3	से	0.09615	123.30855296529043
2225	4	कम	0.93309	101.0
2225	5	32	2.81377	337.67690642031533
2225	6	33	1.39487	174.30855296529046
2225	7	का	0.13928	123.30855296529035
2225	8	तो	0.30752	244.57055928758768
2225	9	होना	0.15459	319.6420491848635
2225	10	ही	0.00375	167.92565889587127
2225	11	चाहिए	0.00579	202.22741407101307
2225	12	।	0.00311	218.80587533602193
2233	1	हम	0.23006	51.0
2233	2	खुद	0.33895	51.0
2233	3	31	0.23172	51.0
2233	4	के	0.12619	123.30855296529046
2233	5	होने	0.25050	644.0268564457308
2233	6	वाले	0.00466	123.30855296529046
2233	7	हैं	0.00567	244.57055928758768
2233	8	।	0.00391	218.64204918486348
2241	1	ह्म	0.08689	101.0
2241	2	ह्म	0.01347	123.30855296529043
2241	3	।	0.00414	197.78527964379387
2249	1	तो	0.36147	51.0
2249	2	।	1.03579	224.30855296529046
2257	1	और	0.02435	51.0
2257	2	क्या	0.74488	224.30855296529046
2257	3	बता	0.29188	123.30855296529046
2257	4	रहा	0.01510	123.30855296529046
2257	5	अम	0.79188	244.5705592875878
2257	6	।	0.05575	280.16209745749734
2265	1	तो	0.36147	51.0
2265	2	तुम्हारा	0.16219	51.0
2265	3	बच्चा	0.65618	51.0
2265	4	कब	0.61356	51.0
2265	5	होने	0.22012	717.5967190957491
2265	6	वाला	0.00421	123.30855296529046
2265	7	है	0.00657	244.57055928758768
2265	8	।	0.00420	218.64204918486348
2273	1	ट्राए	0.64103	101.0
2273	2	तो	0.01023	123.30855296529043
2273	3	रोज	0.94695	197.78527964379387
2273	4	करते	0.20914	215.17868526501138
2273	5	हैं	0.00993	123.30855296529046
2273	6	।	0.02301	289.9374230431098
2281	1	[laughter]	0.86480	101.0
2281	2	।	0.00914	123.30855296529043
2289	1	[laughter]	0.86480	101.0
2289	2	।	0.00914	123.30855296529043
2297	1	[laughter]	0.86480	101.0
2297	2	।	0.00914	123.30855296529043
2305	1	अम	0.60786	51.0
2305	2	और	0.34261	51.0
2305	3	क्या	0.82500	372.1980044095982
2305	4	बताएँ	0.29902	123.30855296529046
2305	5	।	0.05427	197.78527964379384
2313	1	ए_आ	0.64106	51.0
2313	2	हर	0.52398	51.0
2313	3	रोज	1.22227	322.1980044095982
2313	4	ट्राए	0.55973	51.0
2313	5	करने	0.22941	372.1980044095982
2313	6	से	0.00146	123.30855296529046
2313	7	नहीं	0.12893	197.78527964379384
2313	8	होगा	0.07064	279.35737053002276
2313	9	समझे	0.34125	123.30855296529035
2313	10	।	0.07386	293.39122177671766
2321	1	थोड़ा	0.43071	51.0
2321	2	सा	0.19328	123.30855296529043
2321	3	गैप	1.60733	248.78527964379387
2321	4	दिया	0.17807	224.30855296529046
2321	5	करो	0.00337	123.30855296529046
2321	6	।	0.00320	197.78527964379384
2329	1	[incomprehensible]	0.89742	51.0
2329	2	।	0.95973	224.30855296529046
2337	1	ओए	0.87088	101.0
2337	2	ओए	0.03557	123.30855296529043
2337	3	ये	0.76075	101.00000000000003
2337	4	रिकॉर्डिंग	0.45962	286.6769064203154
2337	5	हो	0.22442	228.2781763092769
2337	6	रही	0.00914	123.30855296529046
2337	7	है	0.00861	244.57055928758768
2337	8	।	0.08468	311.80293699034814
2345	1	बाद	0.72600	51.0
2345	2	में	0.09195	123.30855296529043
2345	3	बा	0.22818	101.00000000000003
2345	4	बात	0.60031	174.30855296529046
2345	5	करना	0.22116	400.07994210601623
2345	6	।	0.00293	123.30855296529046
2353	1	[laughter]	0.86480	101.0
2353	2	।	0.00914	123.30855296529043
2361	1	अ	0.08929	51.0
2361	2	और_मैं_क्या	0.78219	196.61710593058083
2361	3	और_एनिवन	0.87270	50.99999999999997
2361	4	अह	1.39630	241.23421186116173
2361	5	आयोवा	1.13586	732.7621030538076
2361	6	सिटी	1.32566	224.30855296529035
2361	7	के	0.00068	123.30855296529035
2361	8	बंदों	0.92021	101.0
2361	9	से	0.03041	145.61710593058092
2361	10	मिलते	0.11738	378.90079314436457
2361	11	हो	0.02256	123.30855296529035
2361	12	कि	0.31352	101.0
2361	13	वहाँ	0.14128	51.0
2361	14	पर	0.05469	167.9256588958715
2361	15	ये	0.05036	101.0
2361	16	लोग	0.90703	196.6171059305807
2361	17	हैं	0.73623	145.6171059305807
2361	18	ना	0.81067	200.05665267703762
2361	19	क्या	0.22694	101.0
2361	20	नाम	2.24603	1022.4881837107282
2361	21	है	0.48267	167.9256588958715
2361	22	उस	0.45026	101.0
2361	23	का	0.02096	190.23421186116138
2361	24	[anonymized]	0.55948	101.0
2361	25	।	0.44854	123.3085529652908
2368	1	[anonymized]	0.92047	101.0
2368	2	से	0.00099	123.30855296529043
2368	3	मिलता	0.16872	197.78527964379387
2368	4	हूँ	0.01247	123.30855296529046
2368	5	कभी	1.35418	197.78527964379384
2368	6	कभी	1.84898	279.35737053002276
2368	7	।	0.03072	303.3043455205693
2376	1	और	0.02435	51.0
2376	2	कौन	0.85399	224.30855296529046
2376	3	है	0.00987	123.30855296529046
2376	4	।	0.01105	197.78527964379384
2384	1	वो	0.25433	51.0
2384	2	था	1.16971	224.30855296529046
2384	3	एक	0.71567	123.30855296529046
2384	4	[anonymized]	0.25326	197.78527964379384
2384	5	।	0.62440	215.17868526501138
2392	1	और	0.91841	101.0
2392	2	।	0.01057	123.30855296529043
2400	1	आशित	0.65238	51.0
2400	2	[anonymized]	1.16383	224.30855296529046
2400	3	।	0.01125	123.30855296529046
2407	1	उस	0.22294	51.0
2407	2	से	0.02420	123.30855296529043
2407	3	तो	0.07777	197.78527964379387
2407	4	नहीं	0.54599	101.0
2407	5	मिला	0.13305	401.59651245883254
2407	6	मैं	0.93754	145.6171059305808
2407	7	।	0.00790	200.05665267703762
2415	1	और	0.02435	51.0
2415	2	कौन	0.85399	224.30855296529046
2415	3	है	0.00987	123.30855296529046
2415	4	।	0.01105	197.78527964379384
2422	1	अरे	0.89801	101.0
2422	2	वो	0.90878	145.61710593058083
2422	3	हुआ	0.20625	200.0566526770377
2422	4	करता	0.02684	123.30855296529046
2422	5	है	0.01597	244.5705592875878
2422	6	ना	0.54369	218.64204918486348
2422	7	।	0.01756	303.8110086996728
2430	1	कौन	0.70143	101.0
2430	2	[anonymized]	0.20577	123.30855296529043
2430	3	।	0.01125	197.78527964379387
2438	1	क्या	0.65753	101.0
2438	2	नाम	0.82145	51.0
2438	3	था	1.00631	271.1980044095982
2438	4	उस	0.98704	101.0
2438	5	का	0.02384	123.30855296529046
2438	6	।	0.58412	197.78527964379384
2446	1	बिनोज	0.72029	51.0
2446	2	।	0.37406	123.30855296529043
2454	1	ओह	0.91153	51.0
2454	2	बिनोज	1.04381	224.30855296529046
2454	3	।	0.01029	123.30855296529046
2462	1	उस	0.22294	51.0
2462	2	को	0.02267	123.30855296529043
2462	3	कॉल	1.05671	298.78527964379384
2462	4	किया	0.15966	123.30855296529046
2462	5	मैं	2.17750	101.0
2462	6	ने	0.03622	145.6171059305808
2462	7	[pause]	0.06799	101.0
2462	8	बहुत	0.63472	51.0
2462	9	पहले	1.48698	322.19800440959807
2462	10	।	0.52344	123.30855296529035
2470	1	उस	0.22294	51.0
2470	2	का	0.02017	123.30855296529043
2470	3	बच्चा	0.77397	101.00000000000003
2470	4	हो	0.14934	387.6769064203154
2470	5	गया	0.00332	123.30855296529046
2470	6	।	0.00323	197.78527964379384
2478	1	हाँ	0.18068	101.0
2478	2	।	0.00491	123.30855296529043
2486	1	और	0.07862	51.0
2486	2	[pause]	0.10322	51.0
2486	3	थोड़ा	0.75564	196.6171059305808
2486	4	सा	0.48367	123.30855296529046
2486	5	बिज़ी	0.58495	101.0
2486	6	है	0.77483	123.30855296529046
2486	7	बच्चे	2.36212	555.0179756662768
2486	8	के	0.02305	123.30855296529035
2486	9	साथ	0.18350	197.78527964379396
2486	10	।	0.39209	215.17868526501138
2493	1	अभी	0.21418	51.0
2493	2	तो	0.11941	123.30855296529043
2493	3	मिला	0.22350	298.78527964379384
2493	4	नहीं	0.13444	123.30855296529046
2493	5	उस	0.50326	244.5705592875878
2493	6	से	0.00979	123.30855296529046
2493	7	।	0.02468	280.16209745749745
2501	1	मिलना	0.28874	101.0
2501	2	चाहिए	0.00381	123.30855296529043
2501	3	एक्चुअली	0.51137	197.78527964379387
2501	4	[incomprehensible]	0.51734	215.17868526501138
2501	5	।	0.00521	229.858571896822
2509	1	बि	0.14697	51.0
2509	2	बिनोज	0.86340	174.30855296529043
2509	3	ने	0.05084	123.30855296529043
2509	4	तो	0.21885	197.7852796437939
2509	5	उस	0.07263	101.0
2509	6	लड़की	0.89324	174.30855296529046
2509	7	से	0.03355	145.6171059305808
2509	8	शादी	0.83975	100.99999999999989
2509	9	कर	0.27029	597.8150664933844
2509	10	ली	0.00362	123.30855296529035
2509	11	थी	0.00462	244.57055928758768
2509	12	ना	0.02995	218.64204918486348
2509	13	।	0.00311	232.9085707450413
2517	1	शैनन	0.72029	51.0
2517	2	याह	0.44391	224.30855296529046
2517	3	।	0.04258	123.30855296529046
2525	1	शैनन	0.72029	51.0
2525	2	से	0.05145	123.30855296529043
2525	3	।	0.37406	197.78527964379387
2533	1	ह्म	0.08689	101.0
2533	2	।	0.00378	123.30855296529043
2541	1	और	0.91841	101.0
2541	2	।	0.01057	123.30855296529043
2549	1	और	0.07862	51.0
2549	2	अभिजीत	0.43302	51.0
2549	3	कोई	0.32441	51.0
2549	4	और	0.17728	51.0
2549	5	मोटी	2.16510	322.1980044095982
2549	6	से	0.14425	123.30855296529046
2549	7	शादी	1.90509	437.9353056310988
2549	8	कर	0.24097	434.00456895635966
2549	9	लिया	0.00359	123.30855296529035
2549	10	।	0.00282	197.78527964379373
2557	1	लेकिन	0.03783	51.0
2557	2	लेकिन	0.42798	51.0
2557	3	मतलब	0.15826	51.0
2557	4	ये_तो	0.04061	51.0
2557	5	शैनन	0.30035	174.30855296529046
2557	6	तो	0.18973	123.30855296529046
2557	7	अभिजीत	1.09829	101.0
2557	8	की	0.04636	123.30855296529046
2557	9	भी	0.11914	244.5705592875878
2557	10	पत्नी	2.13359	628.7575311732646
2557	11	रह	0.31342	935.232990991416
2557	12	चुकी	0.00384	123.30855296529035
2557	13	कुछ	0.67142	101.0
2557	14	समय	0.31597	466.2243503859918
2557	15	के	0.00743	145.6171059305807
2557	16	लिए	0.01768	298.1699580311133
2557	17	ना	0.31358	223.9121166657519
2557	18	।	0.02894	322.35685899780265
2565	1	हैं	0.04806	101.0
2565	2	।	0.00374	123.30855296529043
2573	1	याह	0.49229	101.0
2573	2	हाँ	0.11894	123.30855296529043
2573	3	हाँ	0.03994	197.78527964379387
2573	4	।	0.00508	215.17868526501138
2581	1	बड़ा	0.44836	51.0
2581	2	ही	0.09520	123.30855296529043
2581	3	कॉम्प्लिकेटेड	1.06998	101.00000000000003
2581	4	मेस	1.55845	387.6769064203154
2581	5	है	0.00518	123.30855296529046
2581	6	।	0.00757	197.78527964379384
2589	1	हाँ	0.18068	101.0
2589	2	।	0.00491	123.30855296529043
2596	1	[laughter]	0.86480	101.0
2596	2	अभी	0.76303	51.0
2596	3	कॉम्प्लिकेटेड	0.55314	51.0
2596	4	कुछ	1.01548	51.0
2596	5	नहीं	0.74928	51.0
2596	6	है	1.64192	271.1980044095982
2596	7	।	0.57214	215.2625742078709
2604	1	सिम्पल	0.85102	51.0
2604	2	है	0.38587	123.30855296529043
2604	3	।	0.31978	197.78527964379387
2612	1	वो	0.25433	51.0
2612	2	बिनोज	0.18129	51.0
2612	3	की	0.04199	123.30855296529043
2612	4	बीवी	1.00114	101.00000000000003
2612	5	है	0.46491	123.30855296529046
2612	6	और	0.20680	101.0
2612	7	बच्चे	0.74860	51.0
2612	8	हैं	0.69016	145.6171059305808
2612	9	।	0.38395	200.05665267703773
2620	1	बस	0.65789	101.0
2620	2	।	0.01057	123.30855296529043
2628	1	[incomprehensible]	0.89742	51.0
2628	2	।	0.95973	224.30855296529046
2636	1	अच्छा	0.23211	101.0
2636	2	अब	0.61357	123.30855296529043
2636	3	कुछ	1.29258	244.57055928758777
2636	4	और	1.52597	101.00000000000006
2636	5	पंगा	0.23657	303.53226115463497
2636	6	नहीं	0.68258	123.30855296529046
2636	7	है	0.20186	197.78527964379396
2636	8	।	0.02040	311.2007808144649
2644	1	नहीं	0.76841	51.0
2644	2	।	1.15702	224.30855296529046
2652	1	और	0.02435	51.0
2652	2	कुछ	0.87743	51.0
2652	3	नहीं	0.48688	51.0
2652	4	।	1.49490	271.1980044095982
2660	1	और	0.07862	51.0
2660	2	वहाँ	0.26713	51.0
2660	3	कौ	0.07362	51.0
2660	4	ऐसा	0.68318	196.6171059305808
2660	5	कौन	1.19545	174.30855296529046
2660	6	है	0.49359	123.30855296529046
2660	7	जिसे	0.71853	101.0
2660	8	हम	0.41454	51.0
2660	9	जानते	0.41611	1401.326956671052
2660	10	हों	0.00202	123.30855296529035
2660	11	।	0.00370	197.78527964379373
2668	1	और	0.07862	51.0
2668	2	सब	0.34826	51.0
2668	3	का	0.03080	123.30855296529043
2668	4	नाम	0.75866	101.00000000000003
2668	5	बदनाम	0.61447	51.0
2668	6	करोगे	0.32865	740.3285442921045
2668	7	क्या	0.37616	123.30855296529035
2668	8	।	0.00753	197.78527964379373
2676	1	अभी	0.21418	51.0
2676	2	अपने	0.25764	51.0
2676	3	रिकॉर्डिंग	1.94285	174.30855296529046
2676	4	में	0.02226	123.30855296529046
2676	5	भेज	0.21864	476.1371691363822
2676	6	रहे	0.00370	123.30855296529046
2676	7	हो	0.00508	244.57055928758757
2676	8	पूरा	0.61017	218.64204918486348
2676	9	यूएस	0.60357	232.90857074504106
2676	10	में	0.08336	145.61710593058092
2676	11	।	0.01386	305.35842680518977
2684	1	नहीं	0.76841	51.0
2684	2	नहीं	0.19474	51.0
2684	3	ऐसे	0.37176	51.0
2684	4	कुछ	0.08093	51.0
2684	5	।	0.94101	123.30855296529046
2692	1	मालूम	0.67678	101.0
2692	2	नहीं	0.13494	123.30855296529043
2692	3	क्या	0.23738	197.78527964379387
2692	4	करेंगे	0.09604	215.17868526501138
2692	5	।	0.04266	229.858571896822
2700	1	अबे	0.22310	101.0
2700	2	15	0.69983	51.0
2700	3	मिनट	0.84726	271.1980044095982
2700	4	बोला	0.25134	215.2625742078709
2700	5	।	0.01929	229.93204528992976
2708	1	15	0.19235	51.0
2708	2	मिनट	0.99751	174.30855296529043
2708	3	हो	0.13090	224.30855296529043
2708	4	गया	0.00332	123.3085529652904
2708	5	होगा	0.00463	244.57055928758768
2708	6	।	0.00323	218.64204918486348
2716	1	वो	0.06652	51.0
2716	2	कम्प्यूटर	1.10738	174.30855296529043
2716	3	अपने	0.29875	51.00000000000003
2716	4	आप	0.73719	51.0
2716	5	बताएगा	0.24889	537.5364587679538
2716	6	नहीं	0.15560	123.30855296529046
2716	7	तो	0.42352	101.00000000000011
2716	8	हम	0.03822	51.0
2716	9	हम	0.75971	218.92565889587127
2716	10	तो	0.08496	123.30855296529035
2716	11	घंटे	0.66178	101.0
2716	12	भर	0.17223	145.61710593058092
2716	13	बात	2.16605	701.474818513771
2716	14	करेंगे	0.20602	879.4943738350858
2716	15	।	0.07762	308.62551551287197
2724	1	[laughter]	0.86480	101.0
2724	2	।	0.00914	123.30855296529043
2732	1	[noise]	0.17078	51.0
2732	2	सिन्स_दे_आर_पेयिंग_फ़ॉर_इट	1.01457	174.30855296529043
2732	3	।	1.00428	224.30855296529043
2740	1	सो	0.86052	101.0
2740	2	।	0.00398	123.30855296529043
2748	1	हाँ	0.18068	101.0
2748	2	।	0.00491	123.30855296529043
2756	1	इस	0.28271	51.0
2756	2	से	0.02749	123.30855296529043
2756	3	मिला	0.22894	298.78527964379384
2756	4	मैं	0.98753	51.0
2756	5	अम	0.07796	51.0
2756	6	[pause]	0.68253	51.0
2756	7	[anonymized]	0.41130	322.1980044095982
2756	8	है	0.56003	145.6171059305808
2756	9	यहाँ	0.66155	101.0
2756	10	पर	0.05042	145.61710593058092
2756	11	।	0.63465	200.05665267703785
2764	1	[anonymized]	0.92047	101.0
2764	2	।	0.00356	123.30855296529043
2772	1	पता	0.66611	101.0
2772	2	नहीं	0.34850	123.30855296529043
2772	3	तुम्हें	0.96850	101.00000000000003
2772	4	याद	1.32516	374.7967344714443
2772	5	है	0.59727	123.30855296529046
2772	6	कि	0.52493	151.0
2772	7	नहीं	0.12154	51.0
2772	8	।	2.13802	482.4920170874482
2780	1	और	0.91841	101.0
2780	2	अह	0.85675	123.30855296529043
2780	3	।	0.01533	197.78527964379387
2788	1	[anonymized]	0.92047	101.0
2788	2	क्या	0.64741	123.30855296529043
2788	3	किस	0.34817	244.57055928758777
2788	4	।	0.00517	218.64204918486354
2796	1	किस	0.77261	51.0
2796	2	किस	1.46217	196.61710593058083
2796	3	डिपार्टमेंट	1.08777	224.30855296529043
2796	4	का	0.00047	123.30855296529046
2796	5	था	0.01021	197.78527964379384
2796	6	।	0.00789	215.17868526501138
2804	1	[anonymized]	0.28062	51.0
2804	2	इंडस्ट्रियल	1.03351	51.0
2804	3	इंजीनियरिंग	1.61706	372.1980044095982
2804	4	का	0.00044	123.30855296529046
2804	5	था	0.00959	197.78527964379384
2804	6	।	0.00678	215.17868526501138
2812	1	पता	0.66611	101.0
2812	2	नहीं	0.34850	123.30855296529043
2812	3	तुम्हें	0.96850	101.00000000000003
2812	4	याद	1.32516	374.7967344714443
2812	5	है	0.59727	123.30855296529046
2812	6	कि	0.52493	151.0
2812	7	नहीं	0.12154	51.0
2812	8	।	2.13802	482.4920170874482
2820	1	और	0.02435	51.0
2820	2	कौन	0.85399	224.30855296529046
2820	3	है	0.00987	123.30855296529046
2820	4	यहाँ	0.73575	197.78527964379384
2820	5	पर	0.07080	123.30855296529046
2820	6	।	0.01475	277.2239758756273
2828	1	और	0.02435	51.0
2828	2	बहुत	0.21071	51.0
2828	3	लोग	1.20991	322.1980044095982
2828	4	हैं	0.55279	123.30855296529046
2828	5	एक्चुअली	0.13295	101.0
2828	6	आयोवा	1.41832	174.30855296529046
2828	7	से	0.05181	123.30855296529046
2828	8	।	0.40963	197.78527964379396
2836	1	तुम्हें	0.23425	51.0
2836	2	पता	0.64186	51.0
2836	3	नहीं	0.37690	51.0
2836	4	[incomprehensible]	1.28641	537.5364587679538
2836	5	।	0.03008	123.30855296529046
2844	1	अरे	0.40570	101.0
2844	2	तुम्हारे	0.73255	123.30855296529043
2844	3	वहाँ	1.29702	51.00000000000003
2844	4	तो	0.07935	123.30855296529046
2844	5	भूकंप	0.76652	101.0
2844	6	आए	0.67135	465.0181942237117
2844	7	करते	0.02178	123.30855296529046
2844	8	हैं	0.01550	244.57055928758768
2844	9	तमाम	1.82219	151.0
2844	10	सारे	0.53332	51.0
2844	11	ना	1.17212	123.30855296529035
2844	12	।	1.89570	363.03994412619136
2852	1	तो	0.36147	51.0
2852	2	क्या	0.39424	51.0
2852	3	हुआ	0.14627	372.1980044095982
2852	4	।	0.00425	123.30855296529046
2860	1	ह्म	0.08689	101.0
2860	2	।	0.00378	123.30855296529043
2868	1	तुम्हारी	0.30562	51.0
2868	2	कार	0.66048	51.0
2868	3	का	0.02173	123.30855296529043
2868	4	बल्ब	0.99389	101.00000000000003
2868	5	ही	0.08005	123.30855296529046
2868	6	निकल	0.24077	666.7813617354257
2868	7	के	0.00132	145.61710593058092
2868	8	गिर	0.08338	249.11330535407546
2868	9	गया	0.00886	123.30855296529035
2868	10	।	0.06827	281.80012237713436
2876	1	हाँ	0.18068	101.0
2876	2	।	0.00491	123.30855296529043
2884	1	कार	0.34340	51.0
2884	2	चलाते	0.33052	224.30855296529046
2884	3	चले	0.07752	145.6171059305808
2884	4	जा	0.07611	167.92565889587127
2884	5	रहे	0.16005	202.22741407101307
2884	6	थे	0.01337	286.6117506720441
2884	7	कार	1.17242	322.9822114048968
2884	8	कि	1.27375	101.0
2884	9	उस	0.09114	51.0
2884	10	का	0.02312	123.30855296529035
2884	11	बल्ब	0.62415	101.0
2884	12	निकल	0.29783	1752.3668757785688
2884	13	के	0.00428	145.6171059305807
2884	14	गिर	1.20952	1188.2321411425773
2884	15	गया	0.00886	167.9256588958715
2884	16	।	0.06886	419.81955562247094
2892	1	ठीक	0.37229	101.0
2892	2	है	0.00345	123.30855296529043
2892	3	।	0.00192	197.78527964379387
2900	1	वो	0.25433	51.0
2900	2	इंश्योरेंस	0.48035	51.0
2900	3	कवर	1.25855	445.92912833426476
2900	4	कर	0.11360	123.30855296529046
2900	5	लेगा	0.01809	123.30855296529046
2900	6	।	0.02260	263.2900734249913
2908	1	तुम्हारे	0.24097	51.0
2908	2	जैसे	0.05802	123.30855296529043
2908	3	उतना	0.08748	101.00000000000003
2908	4	ठंड	2.03063	337.6769064203154
2908	5	तो	0.12812	123.30855296529046
2908	6	नहीं	0.37540	101.0
2908	7	रहेगा	0.12052	387.6769064203154
2908	8	यहाँ	0.39300	145.61710593058092
2908	9	पर	0.06601	145.61710593058092
2908	10	।	0.00786	266.6919995764008
2916	1	[incomprehensible]	0.89742	51.0
2916	2	।	0.95973	224.30855296529046
2924	1	याह	0.49229	101.0
2924	2	स्नो	0.80576	51.0
2924	3	स्लीट	1.36984	344.92912833426476
2924	4	आइस	0.65714	220.63595565027288
2924	5	।	0.00761	234.67909255821985
2932	1	कैलिफ़ोर्निया	0.72029	51.0
2932	2	में	0.04389	123.30855296529043
2932	3	।	0.37406	197.78527964379387
2940	1	ह्म	0.08689	101.0
2940	2	।	0.00378	123.30855296529043
2948	1	अम	0.60786	51.0
2948	2	।	0.88649	224.30855296529046
2956	1	एनीवे	0.69503	51.0
2956	2	तुम	0.18439	51.0
2956	3	मतलब_डिड	0.11922	51.0
2956	4	अह	0.87611	174.30855296529046
2956	5	कहीं	0.60007	196.6171059305808
2956	6	घूमने	0.29969	592.2841460839429
2956	7	गए	0.08523	145.61710593058092
2956	8	हो	0.01645	123.30855296529035
2956	9	कैलिफ़ोर्निया	1.20212	197.78527964379396
2956	10	में	0.01304	123.30855296529035
2956	11	कि	1.26249	151.0
2956	12	अभी	0.06475	51.0
2956	13	काम	0.38889	51.0
2956	14	ही	0.07308	123.30855296529035
2956	15	पे	0.18753	197.78527964379373
2956	16	लगे	0.35032	1666.8544541041383
2956	17	रहते	0.00807	145.6171059305807
2956	18	हो	0.01051	298.1699580311133
2956	19	।	0.08080	435.1666045071106
2964	1	अह	0.10081	51.0
2964	2	योसेमिटी	0.86145	174.30855296529043
2964	3	गए	0.20181	224.30855296529043
2964	4	थे	0.00398	123.3085529652904
2964	5	।	0.00603	197.78527964379384
2972	1	अह	0.25153	51.0
2972	2	और	0.80451	51.0
2972	3	।	1.85910	372.1980044095982
2980	1	तुम	0.20430	51.0
2980	2	तो	0.10101	123.30855296529043
2980	3	बैकपैकिंग	0.61348	101.00000000000003
2980	4	करते	0.19653	387.6769064203154
2980	5	हो	0.00256	123.30855296529046
2980	6	ना	0.11384	197.78527964379384
2980	7	तुम	0.48895	215.1786852650115
2980	8	बोल	0.11349	308.717143793644
2980	9	रहे	0.00722	145.61710593058092
2980	10	थे	0.00875	298.1699580311133
2980	11	।	0.05560	319.531529162417
2988	1	हाँ	0.18068	101.0
2988	2	।	0.00491	123.30855296529043
2996	1	बैकपैकिंग	0.85102	51.0
2996	2	वगैरह	0.79254	123.30855296529043
2996	3	।	0.31984	197.78527964379387
3004	1	हाँ	0.18068	101.0
3004	2	।	0.00491	123.30855296529043
3012	1	हाइकिंग	0.49103	51.0
3012	2	के	0.02030	123.30855296529043
3012	3	लिए	0.04245	244.5705592875877
3012	4	जाता	0.15805	319.6420491848635
3012	5	हूँ	0.00292	123.30855296529046
3012	6	।	0.00436	197.78527964379396
3020	1	बाइकिंग	0.21721	51.0
3020	2	हाइकिंग	1.50375	174.30855296529043
3020	3	सब	0.55899	51.00000000000003
3020	4	के	0.01939	123.30855296529046
3020	5	लिए	0.03938	244.57055928758768
